               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 314,            0.020543,           0.0076328,            0.017105,             0.99526,                   1,               0.995,             0.84544,           0.0097658,           0.0034424,           0.0017943,           0.0038026,           0.0038026,           0.0038026
                 315,            0.020838,           0.0070182,            0.011261,             0.99502,                   1,               0.995,             0.80821,            0.011416,           0.0034513,           0.0017935,           0.0037828,           0.0037828,           0.0037828
                 316,             0.02285,           0.0085673,             0.01147,             0.99502,                   1,               0.995,             0.80821,            0.011416,           0.0034513,           0.0017935,            0.003763,            0.003763,            0.003763
                 317,            0.021322,           0.0082066,            0.012548,             0.99562,                   1,               0.995,             0.86585,           0.0095805,           0.0033599,           0.0018164,           0.0037432,           0.0037432,           0.0037432
                 318,            0.020979,            0.008009,            0.011408,             0.99506,                   1,               0.995,             0.87645,           0.0098385,            0.003388,           0.0017704,           0.0037234,           0.0037234,           0.0037234
                 319,            0.021041,           0.0087355,            0.010605,             0.99504,                   1,               0.995,              0.8343,            0.012574,           0.0034645,           0.0017649,           0.0037036,           0.0037036,           0.0037036
                 320,            0.021795,           0.0068785,            0.012163,             0.99504,                   1,               0.995,              0.8343,            0.012574,           0.0034645,           0.0017649,           0.0036838,           0.0036838,           0.0036838
                 321,            0.021268,            0.007607,           0.0088785,             0.99514,                   1,               0.995,             0.83347,            0.010741,           0.0034225,           0.0017601,            0.003664,            0.003664,            0.003664
                 322,            0.024177,           0.0082179,            0.010269,               0.995,                   1,               0.995,             0.86434,            0.012971,           0.0034872,           0.0017621,           0.0036442,           0.0036442,           0.0036442
                 323,            0.023155,           0.0076908,            0.010866,             0.99459,                   1,               0.995,             0.85767,            0.010106,           0.0033193,           0.0017578,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017872,           0.0080119,           0.0081032,             0.99459,                   1,               0.995,             0.85767,            0.010106,           0.0033193,           0.0017578,           0.0036046,           0.0036046,           0.0036046
                 325,            0.018203,           0.0071432,             0.01074,             0.99414,                   1,               0.995,              0.8587,           0.0083437,           0.0033133,           0.0017542,           0.0035848,           0.0035848,           0.0035848
                 326,            0.019628,           0.0086739,           0.0085811,             0.99422,                   1,               0.995,             0.89229,           0.0087983,           0.0032878,           0.0017511,            0.003565,            0.003565,            0.003565
                 327,            0.018701,           0.0083423,            0.014992,             0.99418,                   1,               0.995,             0.82049,            0.010585,           0.0034463,           0.0017696,           0.0035452,           0.0035452,           0.0035452
                 328,            0.020347,           0.0074276,            0.014013,             0.99418,                   1,               0.995,             0.82049,            0.010585,           0.0034463,           0.0017696,           0.0035254,           0.0035254,           0.0035254
                 329,            0.021567,           0.0087398,           0.0076271,             0.99139,                   1,               0.995,             0.82858,            0.010408,           0.0034537,           0.0018521,           0.0035056,           0.0035056,           0.0035056
                 330,            0.018919,            0.009027,           0.0078879,             0.97444,             0.99578,               0.995,             0.87155,            0.011201,            0.003488,           0.0022304,           0.0034858,           0.0034858,           0.0034858
                 331,            0.021294,           0.0085617,            0.010506,              0.9601,             0.95785,               0.995,             0.82988,           0.0094618,           0.0033979,           0.0031177,            0.003466,            0.003466,            0.003466
                 332,            0.022219,           0.0081619,           0.0070234,              0.9601,             0.95785,               0.995,             0.82988,           0.0094618,           0.0033979,           0.0031177,           0.0034462,           0.0034462,           0.0034462
                 333,            0.022914,           0.0081155,            0.010218,             0.93938,             0.95817,               0.995,             0.82445,            0.010412,           0.0034637,           0.0037639,           0.0034264,           0.0034264,           0.0034264
                 334,            0.021767,           0.0079775,           0.0098273,             0.94227,             0.95831,               0.995,             0.87289,           0.0092651,           0.0032592,           0.0035811,           0.0034066,           0.0034066,           0.0034066
                 335,            0.021026,           0.0086409,            0.010435,              0.9436,             0.95823,               0.995,             0.83948,            0.014373,            0.003581,           0.0036065,           0.0033868,           0.0033868,           0.0033868
                 336,            0.025727,           0.0084042,            0.010135,              0.9436,             0.95823,               0.995,             0.83948,            0.014373,            0.003581,           0.0036065,            0.003367,            0.003367,            0.003367
                 337,            0.022608,            0.007024,            0.015456,             0.94223,             0.95818,               0.995,             0.88231,            0.012385,           0.0034894,            0.003786,           0.0033472,           0.0033472,           0.0033472
                 338,            0.020058,            0.007833,            0.014291,             0.96328,             0.95846,               0.995,             0.87048,            0.010809,           0.0034744,           0.0030246,           0.0033274,           0.0033274,           0.0033274
                 339,            0.020803,            0.008707,           0.0091564,             0.95131,             0.99651,               0.995,             0.88797,           0.0091298,           0.0033371,           0.0023305,           0.0033076,           0.0033076,           0.0033076
                 340,            0.022163,           0.0086637,            0.016523,             0.95131,             0.99651,               0.995,             0.88797,           0.0091298,           0.0033371,           0.0023305,           0.0032878,           0.0032878,           0.0032878
                 341,            0.018705,           0.0075187,            0.010055,              0.9687,             0.95855,               0.995,             0.87706,           0.0082034,           0.0033058,           0.0026919,            0.003268,            0.003268,            0.003268
                 342,            0.017504,           0.0073092,            0.010447,             0.93075,             0.99718,               0.995,             0.84987,            0.010921,           0.0034078,           0.0027194,           0.0032482,           0.0032482,           0.0032482
                 343,            0.023013,           0.0082545,            0.010034,             0.93289,             0.99761,               0.995,             0.84157,            0.010991,           0.0035827,           0.0026357,           0.0032284,           0.0032284,           0.0032284
                 344,            0.021491,           0.0083663,            0.013068,             0.93289,             0.99761,               0.995,             0.84157,            0.010991,           0.0035827,           0.0026357,           0.0032086,           0.0032086,           0.0032086
                 345,            0.021185,            0.007989,            0.013603,             0.95189,             0.99633,               0.995,             0.87828,           0.0098408,           0.0034275,           0.0022738,           0.0031888,           0.0031888,           0.0031888
                 346,            0.018412,           0.0066974,            0.010583,             0.98658,                   1,               0.995,             0.86045,           0.0093671,           0.0033742,           0.0019404,            0.003169,            0.003169,            0.003169
                 347,            0.020345,           0.0077202,            0.011785,              0.9945,                   1,               0.995,             0.84789,            0.010565,           0.0033304,           0.0017084,           0.0031492,           0.0031492,           0.0031492
                 348,            0.017728,           0.0068385,           0.0080783,              0.9945,                   1,               0.995,             0.84789,            0.010565,           0.0033304,           0.0017084,           0.0031294,           0.0031294,           0.0031294
                 349,            0.020649,           0.0079058,           0.0093471,             0.99459,                   1,               0.995,             0.82077,            0.010168,           0.0032619,           0.0016833,           0.0031096,           0.0031096,           0.0031096
                 350,            0.025481,           0.0073758,           0.0097495,             0.99413,                   1,               0.995,             0.83362,            0.010402,           0.0033549,           0.0016695,           0.0030898,           0.0030898,           0.0030898
                 351,            0.021586,           0.0079461,           0.0086722,             0.99404,                   1,               0.995,             0.86837,           0.0089442,           0.0033809,           0.0016701,             0.00307,             0.00307,             0.00307
                 352,            0.019577,           0.0070372,            0.013817,             0.99404,                   1,               0.995,             0.86837,           0.0089442,           0.0033809,           0.0016701,           0.0030502,           0.0030502,           0.0030502
                 353,            0.018593,           0.0083195,           0.0096133,             0.99394,                   1,               0.995,              0.8667,           0.0087327,           0.0033854,           0.0016573,           0.0030304,           0.0030304,           0.0030304
                 354,            0.018044,           0.0087781,            0.011671,             0.99403,                   1,               0.995,             0.88004,           0.0091142,           0.0033576,           0.0016533,           0.0030106,           0.0030106,           0.0030106
                 355,            0.019618,           0.0074012,            0.013035,             0.99431,                   1,               0.995,             0.87564,           0.0089684,           0.0033605,           0.0016245,           0.0029908,           0.0029908,           0.0029908
                 356,            0.019551,           0.0090042,           0.0087713,             0.99431,                   1,               0.995,             0.87564,           0.0089684,           0.0033605,           0.0016245,            0.002971,            0.002971,            0.002971
                 357,            0.017397,           0.0073431,            0.008508,             0.99448,                   1,               0.995,             0.87723,           0.0080417,           0.0033774,           0.0016146,           0.0029512,           0.0029512,           0.0029512
                 358,            0.016976,           0.0085949,            0.010005,             0.99454,                   1,               0.995,              0.8921,           0.0077405,           0.0032993,           0.0016322,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016631,           0.0071214,            0.010176,             0.99394,                   1,               0.995,             0.86192,           0.0098945,           0.0034747,           0.0016818,           0.0029116,           0.0029116,           0.0029116
                 360,            0.019556,           0.0063252,           0.0083294,             0.99394,                   1,               0.995,             0.86192,           0.0098945,           0.0034747,           0.0016818,           0.0028918,           0.0028918,           0.0028918
                 361,            0.018009,           0.0067711,            0.012845,             0.98971,                   1,               0.995,             0.86792,           0.0091917,            0.003398,           0.0017929,            0.002872,            0.002872,            0.002872
                 362,            0.017813,           0.0067717,              0.0152,             0.98266,                   1,               0.995,             0.87499,           0.0099583,            0.003425,           0.0019141,           0.0028522,           0.0028522,           0.0028522
                 363,            0.019912,            0.007107,           0.0096478,             0.97873,                   1,               0.995,             0.88393,           0.0079426,           0.0031626,           0.0019589,           0.0028324,           0.0028324,           0.0028324
                 364,            0.020362,           0.0073088,            0.014868,             0.97873,                   1,               0.995,             0.88393,           0.0079426,           0.0031626,           0.0019589,           0.0028126,           0.0028126,           0.0028126
                 365,            0.019336,           0.0084563,            0.011597,             0.98111,             0.96124,               0.995,             0.89093,           0.0072027,             0.00314,           0.0022059,           0.0027928,           0.0027928,           0.0027928
                 366,            0.017343,           0.0067073,           0.0090681,             0.93507,                   1,               0.995,             0.89267,           0.0074585,           0.0031497,           0.0023534,            0.002773,            0.002773,            0.002773
                 367,            0.018107,           0.0085422,            0.007993,             0.97549,             0.97618,               0.995,             0.81801,            0.010708,           0.0034231,           0.0020563,           0.0027532,           0.0027532,           0.0027532
                 368,            0.021525,           0.0066671,            0.020381,             0.97549,             0.97618,               0.995,             0.81801,            0.010708,           0.0034231,           0.0020563,           0.0027334,           0.0027334,           0.0027334
                 369,            0.019246,            0.008417,           0.0097685,             0.97506,                   1,               0.995,              0.8037,           0.0099662,           0.0033967,           0.0019854,           0.0027136,           0.0027136,           0.0027136
                 370,            0.017289,           0.0076095,           0.0084017,             0.98176,                   1,               0.995,             0.88173,           0.0081934,           0.0031701,           0.0018663,           0.0026938,           0.0026938,           0.0026938
                 371,             0.01842,           0.0070205,            0.011744,             0.98746,                   1,               0.995,             0.86946,            0.010364,           0.0032723,            0.001782,            0.002674,            0.002674,            0.002674
                 372,            0.016272,           0.0065379,            0.011079,             0.98746,                   1,               0.995,             0.86946,            0.010364,           0.0032723,            0.001782,           0.0026542,           0.0026542,           0.0026542
                 373,            0.022281,           0.0072614,           0.0087833,             0.99199,                   1,               0.995,             0.87666,            0.011072,           0.0032843,           0.0016727,           0.0026344,           0.0026344,           0.0026344
                 374,            0.017595,           0.0066892,             0.01248,             0.99256,                   1,               0.995,             0.86121,           0.0088549,           0.0033562,           0.0016095,           0.0026146,           0.0026146,           0.0026146
                 375,            0.017867,           0.0063176,           0.0078159,             0.99255,                   1,               0.995,             0.88564,           0.0089186,           0.0034799,           0.0015679,           0.0025948,           0.0025948,           0.0025948
                 376,            0.016715,           0.0081892,           0.0097836,             0.99255,                   1,               0.995,             0.88564,           0.0089186,           0.0034799,           0.0015679,            0.002575,            0.002575,            0.002575
                 377,            0.015032,           0.0066529,            0.012063,             0.99257,                   1,               0.995,             0.87091,           0.0083049,           0.0034701,           0.0015521,           0.0025552,           0.0025552,           0.0025552
                 378,            0.016077,            0.008299,            0.010561,             0.99291,                   1,               0.995,             0.87194,           0.0081233,           0.0034439,           0.0015197,           0.0025354,           0.0025354,           0.0025354
                 379,            0.017369,           0.0069942,            0.013282,              0.9931,                   1,               0.995,             0.84923,            0.010111,           0.0035819,           0.0015027,           0.0025156,           0.0025156,           0.0025156
                 380,            0.018029,           0.0077187,           0.0097809,              0.9931,                   1,               0.995,             0.84923,            0.010111,           0.0035819,           0.0015027,           0.0024958,           0.0024958,           0.0024958
                 381,            0.015899,           0.0077764,           0.0082847,             0.99359,                   1,               0.995,             0.85083,           0.0090448,           0.0035165,           0.0014792,            0.002476,            0.002476,            0.002476
                 382,             0.01746,           0.0070155,            0.010884,             0.99376,                   1,               0.995,             0.87605,            0.010508,           0.0034234,           0.0014693,           0.0024562,           0.0024562,           0.0024562
                 383,             0.01682,           0.0071027,           0.0070411,             0.99422,                   1,               0.995,             0.87668,           0.0079379,           0.0033331,           0.0014453,           0.0024364,           0.0024364,           0.0024364
                 384,             0.01972,           0.0075532,           0.0097745,             0.99422,                   1,               0.995,             0.87668,           0.0079379,           0.0033331,           0.0014453,           0.0024166,           0.0024166,           0.0024166
                 385,            0.016927,           0.0071359,           0.0082546,             0.99434,                   1,               0.995,             0.89527,            0.007521,           0.0032858,           0.0014356,           0.0023968,           0.0023968,           0.0023968
                 386,            0.017219,           0.0073208,           0.0064614,             0.99448,                   1,               0.995,              0.9044,           0.0081578,           0.0032879,           0.0014305,            0.002377,            0.002377,            0.002377
                 387,            0.018096,           0.0078937,            0.010459,             0.99468,                   1,               0.995,             0.87174,           0.0082829,           0.0032945,           0.0014204,           0.0023572,           0.0023572,           0.0023572
                 388,            0.015211,           0.0070087,           0.0058346,             0.99468,                   1,               0.995,             0.87174,           0.0082829,           0.0032945,           0.0014204,           0.0023374,           0.0023374,           0.0023374
                 389,            0.016475,           0.0077299,            0.010635,             0.99478,                   1,               0.995,             0.86279,           0.0077073,           0.0032581,           0.0014175,           0.0023176,           0.0023176,           0.0023176
                 390,            0.019069,           0.0068881,           0.0092012,             0.99476,                   1,               0.995,             0.89095,           0.0070404,           0.0031763,           0.0014182,           0.0022978,           0.0022978,           0.0022978
                 391,              0.0158,           0.0072385,           0.0096046,             0.99481,                   1,               0.995,              0.8489,            0.010697,           0.0034837,           0.0014197,            0.002278,            0.002278,            0.002278
                 392,            0.020222,           0.0068838,            0.011323,             0.99481,                   1,               0.995,              0.8489,            0.010697,           0.0034837,           0.0014197,           0.0022582,           0.0022582,           0.0022582
                 393,            0.018512,           0.0069374,           0.0079331,             0.99496,                   1,               0.995,             0.87619,           0.0091295,           0.0033383,           0.0014122,           0.0022384,           0.0022384,           0.0022384
                 394,            0.016736,           0.0063899,             0.00991,             0.99483,                   1,               0.995,              0.8698,            0.010489,           0.0033372,           0.0014119,           0.0022186,           0.0022186,           0.0022186
                 395,            0.019356,           0.0072066,            0.010922,             0.99473,                   1,               0.995,             0.89021,           0.0071791,           0.0031454,           0.0014108,           0.0021988,           0.0021988,           0.0021988
                 396,            0.016456,           0.0073768,            0.010086,             0.99473,                   1,               0.995,             0.89021,           0.0071791,           0.0031454,           0.0014108,            0.002179,            0.002179,            0.002179
                 397,            0.016165,           0.0077768,           0.0087683,             0.99467,                   1,               0.995,             0.90632,           0.0071698,           0.0031438,            0.001407,           0.0021592,           0.0021592,           0.0021592
                 398,            0.017225,           0.0072682,           0.0082316,             0.99465,                   1,               0.995,             0.89012,           0.0071919,           0.0031737,           0.0013992,           0.0021394,           0.0021394,           0.0021394
                 399,            0.016546,           0.0072339,            0.010146,             0.99483,                   1,               0.995,             0.89664,           0.0075976,           0.0031723,           0.0013779,           0.0021196,           0.0021196,           0.0021196
                 400,            0.018534,           0.0068064,            0.011018,             0.99483,                   1,               0.995,             0.89664,           0.0075976,           0.0031723,           0.0013779,           0.0020998,           0.0020998,           0.0020998
                 401,            0.016806,           0.0077116,            0.013106,             0.99483,                   1,               0.995,             0.88231,           0.0076567,             0.00318,           0.0013675,             0.00208,             0.00208,             0.00208
                 402,            0.015964,           0.0067224,            0.010138,             0.99488,                   1,               0.995,             0.89386,           0.0072033,           0.0031214,           0.0013537,           0.0020602,           0.0020602,           0.0020602
                 403,             0.01766,           0.0068362,           0.0067191,             0.99483,                   1,               0.995,              0.8763,           0.0076245,           0.0031306,           0.0013411,           0.0020404,           0.0020404,           0.0020404
                 404,            0.017807,           0.0074833,            0.010601,             0.99483,                   1,               0.995,              0.8763,           0.0076245,           0.0031306,           0.0013411,           0.0020206,           0.0020206,           0.0020206
                 405,            0.016779,           0.0072002,           0.0071457,             0.99451,                   1,               0.995,             0.87439,           0.0075543,           0.0031993,           0.0013266,           0.0020008,           0.0020008,           0.0020008
                 406,            0.020636,           0.0083325,            0.010773,              0.9943,                   1,               0.995,             0.89793,           0.0086031,           0.0033195,           0.0013195,            0.001981,            0.001981,            0.001981
                 407,            0.015606,           0.0062571,            0.013289,             0.99419,                   1,               0.995,             0.90359,           0.0084181,           0.0033201,           0.0013172,           0.0019612,           0.0019612,           0.0019612
                 408,            0.019314,           0.0069883,            0.011544,             0.99419,                   1,               0.995,             0.90359,           0.0084181,           0.0033201,           0.0013172,           0.0019414,           0.0019414,           0.0019414
                 409,            0.015703,           0.0074417,           0.0093786,             0.99418,                   1,               0.995,             0.88932,           0.0088604,           0.0033411,           0.0013144,           0.0019216,           0.0019216,           0.0019216
                 410,            0.016307,           0.0076801,           0.0081986,             0.99411,                   1,               0.995,              0.8813,             0.00898,           0.0034089,           0.0013124,           0.0019018,           0.0019018,           0.0019018
                 411,            0.017479,           0.0079412,            0.006294,              0.9942,                   1,               0.995,             0.89351,            0.007452,           0.0032323,            0.001317,            0.001882,            0.001882,            0.001882
                 412,             0.01668,           0.0069904,            0.011802,              0.9942,                   1,               0.995,             0.89351,            0.007452,           0.0032323,            0.001317,           0.0018622,           0.0018622,           0.0018622
                 413,             0.01587,           0.0065049,           0.0084345,              0.9943,                   1,               0.995,             0.88968,           0.0072781,           0.0031788,            0.001321,           0.0018424,           0.0018424,           0.0018424
                 414,             0.01646,           0.0073275,            0.011393,             0.99472,                   1,               0.995,             0.88637,           0.0082712,           0.0031126,           0.0013172,           0.0018226,           0.0018226,           0.0018226
                 415,            0.017119,           0.0073804,            0.013427,             0.99452,                   1,               0.995,               0.893,             0.00825,            0.003113,           0.0013303,           0.0018028,           0.0018028,           0.0018028
                 416,            0.018327,           0.0075046,           0.0086677,             0.99452,                   1,               0.995,               0.893,             0.00825,            0.003113,           0.0013303,            0.001783,            0.001783,            0.001783
                 417,            0.015767,           0.0080195,           0.0091131,             0.99424,                   1,               0.995,             0.89904,            0.007731,           0.0030762,           0.0013386,           0.0017632,           0.0017632,           0.0017632
                 418,            0.015821,            0.007418,           0.0088027,             0.99434,                   1,               0.995,             0.90433,           0.0078298,           0.0030722,           0.0012958,           0.0017434,           0.0017434,           0.0017434
                 419,            0.016683,           0.0071984,           0.0091473,             0.99428,                   1,               0.995,             0.89873,           0.0080188,            0.003169,           0.0012842,           0.0017236,           0.0017236,           0.0017236
                 420,            0.016371,           0.0067958,            0.010867,             0.99428,                   1,               0.995,             0.89873,           0.0080188,            0.003169,           0.0012842,           0.0017038,           0.0017038,           0.0017038
                 421,            0.016231,           0.0078215,            0.015077,             0.99431,                   1,               0.995,             0.88654,           0.0079108,           0.0032039,           0.0012748,            0.001684,            0.001684,            0.001684
                 422,              0.0173,           0.0068175,           0.0089271,             0.99445,                   1,               0.995,             0.89131,           0.0074997,           0.0031879,           0.0012608,           0.0016642,           0.0016642,           0.0016642
                 423,            0.017404,            0.005407,           0.0095035,             0.99456,                   1,               0.995,             0.90054,           0.0074065,           0.0031701,           0.0012384,           0.0016444,           0.0016444,           0.0016444
                 424,            0.014594,            0.007638,            0.007411,             0.99456,                   1,               0.995,             0.90054,           0.0074065,           0.0031701,           0.0012384,           0.0016246,           0.0016246,           0.0016246
                 425,            0.016491,           0.0073946,           0.0091557,             0.99452,                   1,               0.995,             0.88369,           0.0077299,           0.0032114,           0.0012354,           0.0016048,           0.0016048,           0.0016048
                 426,             0.01488,           0.0074244,           0.0081897,             0.99446,                   1,               0.995,             0.89272,           0.0062489,           0.0031441,           0.0012277,            0.001585,            0.001585,            0.001585
                 427,            0.015688,           0.0070317,           0.0072708,              0.9944,                   1,               0.995,             0.90833,           0.0079233,           0.0032161,           0.0012167,           0.0015652,           0.0015652,           0.0015652
                 428,            0.016326,            0.006579,           0.0098255,              0.9944,                   1,               0.995,             0.90833,           0.0079233,           0.0032161,           0.0012167,           0.0015454,           0.0015454,           0.0015454
                 429,            0.013449,            0.007201,           0.0079024,             0.99419,                   1,               0.995,             0.90185,           0.0075343,           0.0031199,           0.0012123,           0.0015256,           0.0015256,           0.0015256
                 430,            0.016209,           0.0085979,            0.010097,             0.99411,                   1,               0.995,             0.90092,           0.0063311,           0.0030872,           0.0012109,           0.0015058,           0.0015058,           0.0015058
                 431,            0.016059,           0.0069705,            0.011862,             0.99402,                   1,               0.995,             0.90739,           0.0072012,             0.00313,            0.001207,            0.001486,            0.001486,            0.001486
                 432,            0.014898,           0.0069537,           0.0076215,             0.99402,                   1,               0.995,             0.90739,           0.0072012,             0.00313,            0.001207,           0.0014662,           0.0014662,           0.0014662
                 433,            0.016321,           0.0075428,           0.0097859,             0.99392,                   1,               0.995,             0.89768,           0.0068607,           0.0031106,           0.0012062,           0.0014464,           0.0014464,           0.0014464
                 434,            0.014398,           0.0057956,           0.0083349,             0.99386,                   1,               0.995,              0.8898,           0.0067088,           0.0031097,           0.0011999,           0.0014266,           0.0014266,           0.0014266
                 435,            0.014831,           0.0074592,           0.0075483,             0.99389,                   1,               0.995,             0.90167,           0.0069191,           0.0030949,           0.0011939,           0.0014068,           0.0014068,           0.0014068
                 436,            0.014375,           0.0061841,           0.0053899,             0.99389,                   1,               0.995,             0.90167,           0.0069191,           0.0030949,           0.0011939,            0.001387,            0.001387,            0.001387
                 437,             0.01585,           0.0061217,            0.010953,             0.99378,                   1,               0.995,             0.89046,            0.006693,           0.0030811,           0.0011922,           0.0013672,           0.0013672,           0.0013672
                 438,            0.015898,           0.0070052,           0.0081724,             0.99364,                   1,               0.995,             0.89891,           0.0063835,            0.003062,           0.0011935,           0.0013474,           0.0013474,           0.0013474
                 439,            0.014216,           0.0080864,           0.0058033,             0.99348,                   1,               0.995,             0.87685,           0.0075338,           0.0031493,           0.0012051,           0.0013276,           0.0013276,           0.0013276
                 440,            0.017423,           0.0071353,            0.011585,             0.99348,                   1,               0.995,             0.87685,           0.0075338,           0.0031493,           0.0012051,           0.0013078,           0.0013078,           0.0013078
                 441,            0.015589,           0.0073607,           0.0095589,             0.99294,                   1,               0.995,             0.88655,           0.0075128,           0.0031175,            0.001219,            0.001288,            0.001288,            0.001288
                 442,            0.015485,           0.0077467,           0.0079501,             0.99021,                   1,               0.995,             0.89017,           0.0069347,           0.0030574,           0.0012766,           0.0012682,           0.0012682,           0.0012682
                 443,            0.016921,           0.0062081,           0.0090993,             0.98435,             0.99954,               0.995,             0.88606,           0.0077638,           0.0031424,           0.0013988,           0.0012484,           0.0012484,           0.0012484
                 444,            0.016692,            0.006906,           0.0097306,             0.98435,             0.99954,               0.995,             0.88606,           0.0077638,           0.0031424,           0.0013988,           0.0012286,           0.0012286,           0.0012286
                 445,            0.016898,           0.0072941,            0.010169,             0.98559,              0.9824,               0.995,             0.89622,           0.0081994,            0.003202,           0.0015474,           0.0012088,           0.0012088,           0.0012088
                 446,            0.017468,           0.0073614,            0.010332,             0.96244,             0.98003,               0.995,             0.89983,           0.0064518,           0.0030517,           0.0020219,            0.001189,            0.001189,            0.001189
                 447,            0.015234,           0.0072063,           0.0069679,             0.95028,             0.97579,               0.995,             0.89725,           0.0076561,           0.0030885,           0.0023735,           0.0011692,           0.0011692,           0.0011692
                 448,            0.014869,           0.0066458,            0.010648,             0.95028,             0.97579,               0.995,             0.89725,           0.0076561,           0.0030885,           0.0023735,           0.0011494,           0.0011494,           0.0011494
                 449,            0.015825,           0.0069687,           0.0076674,             0.95348,             0.95878,               0.995,              0.9018,           0.0076352,            0.003114,           0.0027053,           0.0011296,           0.0011296,           0.0011296
                 450,            0.012852,           0.0062895,           0.0073287,             0.94566,             0.95892,               0.995,             0.90678,           0.0064827,           0.0029698,           0.0028603,           0.0011098,           0.0011098,           0.0011098
                 451,            0.016139,           0.0068315,           0.0082551,             0.94469,             0.95891,               0.995,             0.89912,           0.0068075,           0.0029698,           0.0028994,             0.00109,             0.00109,             0.00109
                 452,            0.014394,            0.006642,           0.0061838,             0.94469,             0.95891,               0.995,             0.89912,           0.0068075,           0.0029698,           0.0028994,           0.0010702,           0.0010702,           0.0010702
                 453,            0.016725,           0.0082687,           0.0081281,             0.94613,             0.95844,               0.995,              0.8997,           0.0068066,           0.0029377,           0.0027822,           0.0010504,           0.0010504,           0.0010504
                 454,            0.014295,           0.0073012,           0.0075197,             0.95586,             0.95787,               0.995,             0.90167,            0.006468,           0.0028866,           0.0025419,           0.0010306,           0.0010306,           0.0010306
                 455,            0.017513,           0.0077012,            0.010021,             0.96051,             0.95875,               0.995,              0.8959,           0.0072961,            0.002968,           0.0023897,           0.0010108,           0.0010108,           0.0010108
                 456,            0.014256,           0.0068477,            0.006967,             0.96051,             0.95875,               0.995,              0.8959,           0.0072961,            0.002968,           0.0023897,            0.000991,            0.000991,            0.000991
                 457,            0.012803,           0.0063232,           0.0047762,              0.9574,             0.95876,               0.995,             0.89226,           0.0069358,           0.0029327,           0.0024806,           0.0009712,           0.0009712,           0.0009712
                 458,            0.014908,             0.00837,           0.0081853,             0.96326,             0.95911,               0.995,              0.8905,           0.0063954,           0.0028723,           0.0022784,           0.0009514,           0.0009514,           0.0009514
                 459,            0.016262,           0.0074992,            0.012091,             0.96751,             0.95932,               0.995,             0.90268,           0.0068303,           0.0028768,           0.0020919,           0.0009316,           0.0009316,           0.0009316
                 460,            0.013631,           0.0062446,           0.0084258,             0.96751,             0.95932,               0.995,             0.90268,           0.0068303,           0.0028768,           0.0020919,           0.0009118,           0.0009118,           0.0009118
                 461,            0.015696,           0.0061787,             0.01225,             0.96994,             0.95948,               0.995,             0.89436,           0.0068822,           0.0028894,           0.0019845,            0.000892,            0.000892,            0.000892
                 462,            0.016002,           0.0080034,            0.009098,             0.97079,             0.95965,               0.995,             0.89551,           0.0062778,           0.0028203,           0.0019451,           0.0008722,           0.0008722,           0.0008722
                 463,            0.014791,            0.007193,           0.0089071,              0.9662,             0.95893,               0.995,             0.89765,           0.0061231,           0.0028058,           0.0021963,           0.0008524,           0.0008524,           0.0008524
                 464,            0.015165,           0.0068988,            0.014921,              0.9662,             0.95893,               0.995,             0.89765,           0.0061231,           0.0028058,           0.0021963,           0.0008326,           0.0008326,           0.0008326
                 465,            0.014337,           0.0071079,            0.009508,             0.96004,             0.95868,               0.995,             0.90743,           0.0059785,           0.0027791,           0.0024173,           0.0008128,           0.0008128,           0.0008128
                 466,            0.013838,           0.0073899,            0.012476,             0.94873,             0.95821,               0.995,             0.90431,           0.0059508,           0.0027784,           0.0026586,            0.000793,            0.000793,            0.000793
