               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.024096,           0.0085996,            0.012427,             0.97203,             0.97059,             0.98042,             0.75638,            0.013337,           0.0040469,           0.0067574,           0.0069904,           0.0069904,           0.0069904
                 154,            0.026836,            0.009887,            0.015658,             0.93015,             0.92428,             0.98169,             0.65999,            0.017269,            0.004233,           0.0063006,           0.0069706,           0.0069706,           0.0069706
                 155,            0.030548,             0.01193,            0.014724,             0.88848,             0.97648,             0.99361,             0.71037,            0.018265,           0.0042024,           0.0076993,           0.0069508,           0.0069508,           0.0069508
                 156,            0.031815,            0.008735,            0.014186,             0.88848,             0.97648,             0.99361,             0.71037,            0.018265,           0.0042024,           0.0076993,            0.006931,            0.006931,            0.006931
                 157,            0.027477,           0.0099145,            0.015171,             0.90624,             0.95544,             0.98056,             0.76612,            0.014798,           0.0039711,           0.0086818,           0.0069112,           0.0069112,           0.0069112
                 158,            0.027303,            0.009573,            0.013115,             0.91788,             0.93478,             0.97378,             0.57774,            0.016915,           0.0041561,           0.0092622,           0.0068914,           0.0068914,           0.0068914
                 159,            0.031579,             0.01004,            0.015303,             0.81427,             0.91304,             0.94691,             0.66484,            0.019006,           0.0039953,           0.0078104,           0.0068716,           0.0068716,           0.0068716
                 160,            0.032076,           0.0094431,            0.017099,             0.81427,             0.91304,             0.94691,             0.66484,            0.019006,           0.0039953,           0.0078104,           0.0068518,           0.0068518,           0.0068518
                 161,            0.029408,           0.0098688,            0.018683,             0.83625,             0.91304,             0.96223,             0.71169,            0.014438,           0.0037248,           0.0087823,            0.006832,            0.006832,            0.006832
                 162,            0.028525,           0.0088299,            0.014812,             0.55061,             0.91304,             0.91809,             0.53479,             0.02573,           0.0042669,           0.0088212,           0.0068122,           0.0068122,           0.0068122
                 163,            0.031171,           0.0093083,            0.015307,             0.90624,             0.95346,               0.989,             0.77476,            0.013615,           0.0038436,           0.0089679,           0.0067924,           0.0067924,           0.0067924
                 164,            0.030349,           0.0095505,            0.015071,             0.90624,             0.95346,               0.989,             0.77476,            0.013615,           0.0038436,           0.0089679,           0.0067726,           0.0067726,           0.0067726
                 165,             0.02721,           0.0084841,            0.014412,             0.90638,             0.95024,             0.95346,             0.74196,            0.011666,           0.0036828,           0.0097153,           0.0067528,           0.0067528,           0.0067528
                 166,            0.028166,           0.0091622,            0.014623,             0.91776,             0.93478,             0.97866,             0.72236,            0.014816,           0.0039145,           0.0088804,            0.006733,            0.006733,            0.006733
                 167,            0.029225,           0.0085616,            0.017514,             0.54365,             0.91304,             0.85622,             0.62752,            0.023219,           0.0039912,           0.0082781,           0.0067132,           0.0067132,           0.0067132
                 168,            0.036288,           0.0096538,            0.017513,             0.54365,             0.91304,             0.85622,             0.62752,            0.023219,           0.0039912,           0.0082781,           0.0066934,           0.0066934,           0.0066934
                 169,            0.032839,            0.008482,            0.015289,             0.67514,             0.91844,             0.94988,             0.78386,            0.021151,           0.0038616,           0.0084832,           0.0066736,           0.0066736,           0.0066736
                 170,            0.031958,            0.009051,             0.01329,             0.90676,              0.9626,             0.98448,             0.65229,            0.020225,           0.0040584,           0.0082635,           0.0066538,           0.0066538,           0.0066538
                 171,            0.031589,           0.0099032,             0.01635,             0.93945,             0.95652,             0.98978,             0.76087,            0.015805,           0.0039537,           0.0072903,            0.006634,            0.006634,            0.006634
                 172,            0.033955,           0.0093683,            0.015668,             0.93945,             0.95652,             0.98978,             0.76087,            0.015805,           0.0039537,           0.0072903,           0.0066142,           0.0066142,           0.0066142
                 173,            0.029426,           0.0091863,            0.015416,             0.93513,             0.95512,             0.98839,             0.81557,            0.015672,           0.0039325,           0.0076199,           0.0065944,           0.0065944,           0.0065944
                 174,            0.029511,           0.0087802,             0.01439,              0.9361,              0.9555,              0.9907,              0.6083,            0.019411,           0.0042352,           0.0075996,           0.0065746,           0.0065746,           0.0065746
                 175,            0.033389,           0.0098448,            0.015241,             0.92671,             0.97075,             0.98801,             0.80363,             0.01744,           0.0040777,           0.0074367,           0.0065548,           0.0065548,           0.0065548
                 176,            0.030545,           0.0080459,            0.013933,             0.92671,             0.97075,             0.98801,             0.80363,             0.01744,           0.0040777,           0.0074367,            0.006535,            0.006535,            0.006535
                 177,            0.028889,           0.0090019,            0.017571,             0.92667,             0.97055,             0.98778,             0.84672,            0.011936,           0.0039323,           0.0073418,           0.0065152,           0.0065152,           0.0065152
                 178,            0.026495,           0.0089423,            0.014921,             0.75371,             0.95601,             0.98614,             0.68455,            0.020459,           0.0040101,           0.0076571,           0.0064954,           0.0064954,           0.0064954
                 179,            0.029932,            0.009503,             0.01313,             0.92538,             0.96047,             0.98707,             0.71736,            0.019738,           0.0042378,           0.0081192,           0.0064756,           0.0064756,           0.0064756
                 180,            0.034041,           0.0084368,            0.015186,             0.92538,             0.96047,             0.98707,             0.71736,            0.019738,           0.0042378,           0.0081192,           0.0064558,           0.0064558,           0.0064558
                 181,            0.032229,           0.0099964,            0.015493,             0.92529,             0.95251,             0.98707,             0.71877,            0.016846,           0.0041946,           0.0081881,            0.006436,            0.006436,            0.006436
                 182,            0.031074,           0.0096093,            0.012537,              0.9085,             0.96838,             0.98178,             0.70531,            0.017936,           0.0040598,            0.008214,           0.0064162,           0.0064162,           0.0064162
                 183,            0.030481,           0.0098965,            0.013328,             0.90794,             0.97012,             0.99028,             0.72115,            0.020283,           0.0042102,               0.008,           0.0063964,           0.0063964,           0.0063964
                 184,            0.034042,           0.0097647,            0.016126,             0.90794,             0.97012,             0.99028,             0.72115,            0.020283,           0.0042102,               0.008,           0.0063766,           0.0063766,           0.0063766
                 185,            0.030036,           0.0082721,             0.01391,             0.90694,              0.9601,             0.98694,             0.77012,            0.017229,           0.0041442,           0.0083851,           0.0063568,           0.0063568,           0.0063568
                 186,            0.026018,              0.0088,            0.010753,             0.90715,             0.97359,             0.99028,              0.7334,            0.016712,           0.0041855,           0.0077034,            0.006337,            0.006337,            0.006337
                 187,            0.026935,            0.010078,            0.013335,             0.91188,              0.9832,             0.98694,             0.64365,            0.016996,           0.0041225,           0.0066641,           0.0063172,           0.0063172,           0.0063172
                 188,            0.030122,           0.0097979,            0.013478,             0.91188,              0.9832,             0.98694,             0.64365,            0.016996,           0.0041225,           0.0066641,           0.0062974,           0.0062974,           0.0062974
                 189,            0.027556,           0.0087251,            0.013679,             0.77851,             0.92745,             0.93855,             0.59996,            0.017369,           0.0040795,           0.0061016,           0.0062776,           0.0062776,           0.0062776
                 190,            0.027793,           0.0092735,            0.014933,             0.83438,             0.93786,             0.99028,             0.73112,            0.015201,            0.004014,           0.0061656,           0.0062578,           0.0062578,           0.0062578
                 191,            0.028547,           0.0096939,            0.013081,             0.95477,             0.95485,             0.99361,             0.54035,             0.02086,           0.0039537,            0.005466,            0.006238,            0.006238,            0.006238
                 192,            0.028069,            0.010613,            0.014266,             0.95477,             0.95485,             0.99361,             0.54035,             0.02086,           0.0039537,            0.005466,           0.0062182,           0.0062182,           0.0062182
                 193,            0.026492,           0.0089144,            0.012933,             0.89937,             0.95842,             0.98601,             0.60787,            0.018584,           0.0038378,           0.0046133,           0.0061984,           0.0061984,           0.0061984
                 194,            0.027118,           0.0092513,             0.01218,             0.96916,             0.98067,             0.99194,             0.73113,            0.014174,           0.0037829,           0.0037159,           0.0061786,           0.0061786,           0.0061786
                 195,            0.028455,           0.0088532,            0.011818,             0.85301,             0.92711,             0.97053,             0.67982,            0.021766,            0.003879,           0.0036567,           0.0061588,           0.0061588,           0.0061588
                 196,            0.030745,            0.010248,            0.012677,             0.85301,             0.92711,             0.97053,             0.67982,            0.021766,            0.003879,           0.0036567,            0.006139,            0.006139,            0.006139
                 197,            0.030592,           0.0089522,            0.014076,             0.77123,             0.95652,             0.92245,             0.65484,            0.022406,           0.0038309,           0.0044495,           0.0061192,           0.0061192,           0.0061192
                 198,            0.028127,           0.0086219,            0.016483,             0.94608,             0.95652,             0.99114,             0.72674,            0.014925,           0.0036858,           0.0051823,           0.0060994,           0.0060994,           0.0060994
                 199,            0.028836,           0.0088607,            0.016033,             0.94335,             0.95652,             0.99194,             0.67813,            0.021452,           0.0040461,           0.0050088,           0.0060796,           0.0060796,           0.0060796
                 200,            0.032978,           0.0096455,            0.013673,             0.94335,             0.95652,             0.99194,             0.67813,            0.021452,           0.0040461,           0.0050088,           0.0060598,           0.0060598,           0.0060598
                 201,            0.032529,           0.0078922,            0.011118,             0.96203,             0.96436,             0.99361,             0.71792,            0.020805,            0.003894,           0.0035708,             0.00604,             0.00604,             0.00604
                 202,             0.03356,           0.0086482,            0.016105,             0.98428,              0.9799,               0.995,             0.75258,            0.017948,           0.0037635,           0.0031355,           0.0060202,           0.0060202,           0.0060202
                 203,            0.030147,           0.0075676,           0.0090401,             0.91018,             0.97059,             0.98978,             0.75485,            0.019649,           0.0039665,             0.00656,           0.0060004,           0.0060004,           0.0060004
                 204,            0.028334,           0.0081491,            0.013222,             0.91018,             0.97059,             0.98978,             0.75485,            0.019649,           0.0039665,             0.00656,           0.0059806,           0.0059806,           0.0059806
                 205,            0.027241,           0.0087401,            0.016252,             0.90115,             0.97059,             0.97884,             0.73467,            0.019719,           0.0040806,           0.0071432,           0.0059608,           0.0059608,           0.0059608
                 206,            0.029651,           0.0084858,            0.013937,             0.96138,             0.99786,             0.99417,             0.75471,            0.013344,           0.0039984,            0.006504,            0.005941,            0.005941,            0.005941
                 207,            0.028098,           0.0096745,            0.015078,             0.99659,             0.98169,               0.995,             0.76379,            0.015225,           0.0040648,           0.0048358,           0.0059212,           0.0059212,           0.0059212
                 208,            0.032061,            0.008816,            0.015128,             0.99659,             0.98169,               0.995,             0.76379,            0.015225,           0.0040648,           0.0048358,           0.0059014,           0.0059014,           0.0059014
                 209,            0.029902,           0.0089175,            0.013425,                   1,              0.9953,               0.995,             0.77777,            0.015901,           0.0039718,           0.0041609,           0.0058816,           0.0058816,           0.0058816
                 210,            0.026159,            0.010467,            0.012462,              0.9965,             0.99115,               0.995,             0.78208,            0.013124,            0.003782,           0.0036288,           0.0058618,           0.0058618,           0.0058618
                 211,            0.026592,           0.0093403,            0.015006,             0.99596,             0.98307,               0.995,              0.6567,            0.017621,           0.0040362,           0.0031752,            0.005842,            0.005842,            0.005842
                 212,            0.033388,            0.011548,            0.012553,             0.99596,             0.98307,               0.995,              0.6567,            0.017621,           0.0040362,           0.0031752,           0.0058222,           0.0058222,           0.0058222
                 213,            0.026179,           0.0089159,            0.014084,             0.98312,             0.99626,               0.995,             0.65407,            0.016722,           0.0041193,           0.0031237,           0.0058024,           0.0058024,           0.0058024
                 214,            0.027699,           0.0080155,            0.017617,              0.9553,             0.99702,               0.995,             0.82934,            0.013467,           0.0039162,           0.0033604,           0.0057826,           0.0057826,           0.0057826
                 215,            0.024894,            0.010227,            0.018091,             0.99274,             0.99821,               0.995,             0.79715,            0.013408,           0.0039546,           0.0032048,           0.0057628,           0.0057628,           0.0057628
                 216,            0.027071,           0.0094375,             0.01428,             0.99274,             0.99821,               0.995,             0.79715,            0.013408,           0.0039546,           0.0032048,            0.005743,            0.005743,            0.005743
                 217,            0.026223,           0.0082925,           0.0085114,             0.99789,             0.99926,               0.995,             0.86833,            0.011573,           0.0038469,           0.0035303,           0.0057232,           0.0057232,           0.0057232
                 218,            0.025142,           0.0093287,             0.01471,             0.99768,                   1,               0.995,             0.81201,            0.014176,           0.0040032,           0.0036709,           0.0057034,           0.0057034,           0.0057034
                 219,            0.024485,           0.0094414,            0.012461,                   1,             0.98804,               0.995,             0.79335,            0.016096,           0.0041603,           0.0040551,           0.0056836,           0.0056836,           0.0056836
                 220,            0.027873,           0.0094831,            0.013097,                   1,             0.98804,               0.995,             0.79335,            0.016096,           0.0041603,           0.0040551,           0.0056638,           0.0056638,           0.0056638
                 221,             0.02754,            0.009008,            0.012364,             0.97216,             0.99802,             0.99417,             0.84815,            0.013038,           0.0040344,           0.0045703,            0.005644,            0.005644,            0.005644
                 222,            0.023658,           0.0083043,            0.010494,             0.97421,             0.99823,             0.99417,              0.6162,            0.018966,           0.0042639,           0.0044134,           0.0056242,           0.0056242,           0.0056242
                 223,            0.030229,           0.0094832,            0.012165,             0.99771,             0.99025,               0.995,             0.82181,            0.013818,           0.0039297,            0.003951,           0.0056044,           0.0056044,           0.0056044
                 224,            0.024401,           0.0088941,            0.010922,             0.99771,             0.99025,               0.995,             0.82181,            0.013818,           0.0039297,            0.003951,           0.0055846,           0.0055846,           0.0055846
                 225,            0.023638,           0.0093675,            0.011583,             0.98684,              0.9765,               0.995,             0.84264,             0.01247,           0.0038811,           0.0039331,           0.0055648,           0.0055648,           0.0055648
                 226,            0.027993,           0.0083172,            0.011819,             0.96655,                   1,             0.99333,             0.63447,            0.018654,            0.004083,           0.0041739,            0.005545,            0.005545,            0.005545
                 227,            0.029557,            0.008607,             0.01538,             0.95981,                   1,             0.99333,              0.7779,            0.015481,           0.0038791,           0.0042027,           0.0055252,           0.0055252,           0.0055252
                 228,            0.028211,           0.0087421,            0.012281,             0.95981,                   1,             0.99333,              0.7779,            0.015481,           0.0038791,           0.0042027,           0.0055054,           0.0055054,           0.0055054
                 229,            0.024725,           0.0077839,            0.016391,             0.98655,             0.95902,             0.99417,              0.8293,            0.012946,           0.0037323,           0.0045172,           0.0054856,           0.0054856,           0.0054856
                 230,            0.023821,           0.0082913,            0.015698,              0.9248,             0.99218,               0.995,             0.73903,            0.016081,           0.0039539,           0.0054291,           0.0054658,           0.0054658,           0.0054658
                 231,            0.029461,            0.009128,            0.012247,             0.91457,             0.98897,               0.995,             0.78337,            0.015402,            0.003737,           0.0059139,            0.005446,            0.005446,            0.005446
                 232,            0.023767,             0.00878,            0.013002,             0.91457,             0.98897,               0.995,             0.78337,            0.015402,            0.003737,           0.0059139,           0.0054262,           0.0054262,           0.0054262
                 233,            0.021567,           0.0073645,            0.016148,             0.90728,             0.97544,               0.995,             0.79955,            0.012707,           0.0037258,            0.006956,           0.0054064,           0.0054064,           0.0054064
                 234,             0.02505,           0.0081905,            0.012411,             0.93872,             0.93712,             0.99333,             0.83515,            0.011768,            0.003762,           0.0072202,           0.0053866,           0.0053866,           0.0053866
                 235,            0.021555,           0.0081853,            0.010599,               0.907,             0.95482,             0.98541,             0.75566,            0.018343,            0.003887,           0.0082108,           0.0053668,           0.0053668,           0.0053668
                 236,            0.031385,             0.00832,             0.01177,               0.907,             0.95482,             0.98541,             0.75566,            0.018343,            0.003887,           0.0082108,            0.005347,            0.005347,            0.005347
                 237,             0.02281,           0.0086003,           0.0094721,             0.90692,             0.95487,              0.9623,             0.79434,            0.014418,            0.003734,            0.008497,           0.0053272,           0.0053272,           0.0053272
                 238,            0.026038,           0.0090574,            0.011262,             0.90639,             0.95487,             0.94347,             0.75409,            0.014006,           0.0037942,           0.0086826,           0.0053074,           0.0053074,           0.0053074
                 239,            0.025633,            0.010185,            0.012849,             0.90644,             0.95492,             0.96048,             0.80564,            0.011354,           0.0037056,           0.0084199,           0.0052876,           0.0052876,           0.0052876
                 240,            0.028474,           0.0080041,            0.010405,             0.90644,             0.95492,             0.96048,             0.80564,            0.011354,           0.0037056,           0.0084199,           0.0052678,           0.0052678,           0.0052678
                 241,            0.029548,           0.0078017,            0.013007,             0.90684,             0.95493,             0.98292,             0.82898,            0.010658,           0.0036124,           0.0080689,            0.005248,            0.005248,            0.005248
                 242,            0.022293,           0.0084639,           0.0091919,              0.9068,              0.9757,             0.99237,             0.82321,            0.012121,           0.0036614,            0.006896,           0.0052282,           0.0052282,           0.0052282
                 243,            0.026051,           0.0083794,            0.014916,             0.98159,             0.95276,               0.995,             0.80955,            0.011483,           0.0035652,           0.0045371,           0.0052084,           0.0052084,           0.0052084
                 244,            0.024572,           0.0086064,            0.012959,             0.98159,             0.95276,               0.995,             0.80955,            0.011483,           0.0035652,           0.0045371,           0.0051886,           0.0051886,           0.0051886
                 245,             0.02432,           0.0079321,            0.011288,             0.97568,             0.99001,               0.995,             0.83578,            0.010549,           0.0035474,           0.0037949,           0.0051688,           0.0051688,           0.0051688
                 246,            0.028259,           0.0073474,             0.01606,             0.97483,             0.98875,               0.995,              0.8409,            0.010369,           0.0034688,           0.0038205,            0.005149,            0.005149,            0.005149
                 247,            0.024998,           0.0096359,            0.014341,             0.97475,             0.99451,               0.995,             0.79612,            0.011795,           0.0035748,           0.0038764,           0.0051292,           0.0051292,           0.0051292
                 248,            0.022614,           0.0094855,            0.010016,             0.97475,             0.99451,               0.995,             0.79612,            0.011795,           0.0035748,           0.0038764,           0.0051094,           0.0051094,           0.0051094
                 249,            0.024845,           0.0081029,            0.014324,              0.9795,             0.99662,               0.995,             0.83105,            0.011683,            0.003688,           0.0038075,           0.0050896,           0.0050896,           0.0050896
                 250,            0.021711,            0.010889,            0.012636,             0.98096,             0.99604,               0.995,             0.80191,            0.012223,           0.0036345,           0.0036944,           0.0050698,           0.0050698,           0.0050698
                 251,            0.024206,           0.0083452,            0.013848,             0.97678,              0.9859,               0.995,             0.74509,            0.016219,           0.0037195,            0.003985,             0.00505,             0.00505,             0.00505
                 252,            0.027332,           0.0091563,           0.0093334,             0.97678,              0.9859,               0.995,             0.74509,            0.016219,           0.0037195,            0.003985,           0.0050302,           0.0050302,           0.0050302
                 253,            0.025658,           0.0088243,            0.011508,             0.97624,             0.98331,               0.995,             0.82261,            0.014207,           0.0035646,            0.003996,           0.0050104,           0.0050104,           0.0050104
                 254,            0.022516,           0.0078642,             0.01057,             0.97541,             0.99505,               0.995,             0.76808,            0.014069,           0.0037645,           0.0039915,           0.0049906,           0.0049906,           0.0049906
                 255,            0.024833,           0.0067962,            0.010944,             0.97459,             0.98483,               0.995,              0.8496,            0.014068,           0.0036547,           0.0041099,           0.0049708,           0.0049708,           0.0049708
                 256,            0.025198,           0.0087329,            0.012054,             0.97459,             0.98483,               0.995,              0.8496,            0.014068,           0.0036547,           0.0041099,            0.004951,            0.004951,            0.004951
                 257,            0.023669,           0.0070698,            0.009405,             0.97539,             0.98423,               0.995,             0.86326,            0.013173,           0.0035719,           0.0040734,           0.0049312,           0.0049312,           0.0049312
                 258,            0.022743,           0.0081055,            0.011624,             0.96887,              0.9795,               0.995,             0.84443,            0.010617,           0.0035275,           0.0041832,           0.0049114,           0.0049114,           0.0049114
                 259,            0.021153,           0.0078364,            0.012295,             0.98256,             0.93297,               0.995,             0.84883,            0.013178,           0.0035948,           0.0049979,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025007,           0.0073055,            0.011545,             0.98256,             0.93297,               0.995,             0.84883,            0.013178,           0.0035948,           0.0049979,           0.0048718,           0.0048718,           0.0048718
                 261,            0.024297,           0.0080835,            0.014489,             0.92423,             0.99874,               0.995,             0.75572,            0.013237,           0.0036325,           0.0047166,            0.004852,            0.004852,            0.004852
                 262,            0.023755,            0.008099,            0.011212,             0.93257,             0.99672,               0.995,             0.82981,            0.010374,           0.0034359,           0.0044459,           0.0048322,           0.0048322,           0.0048322
                 263,            0.022632,           0.0084212,            0.012274,             0.97676,             0.96312,               0.995,             0.70996,            0.017255,           0.0038008,           0.0041561,           0.0048124,           0.0048124,           0.0048124
                 264,            0.027362,            0.008818,            0.011499,             0.97676,             0.96312,               0.995,             0.70996,            0.017255,           0.0038008,           0.0041561,           0.0047926,           0.0047926,           0.0047926
                 265,            0.025801,           0.0082465,             0.01363,             0.98566,             0.98159,               0.995,             0.76977,            0.015193,           0.0037501,           0.0036215,           0.0047728,           0.0047728,           0.0047728
                 266,            0.022557,           0.0082475,            0.010662,             0.97577,             0.99472,               0.995,             0.67853,            0.014757,           0.0035835,            0.003494,            0.004753,            0.004753,            0.004753
                 267,            0.026159,            0.008507,            0.012973,             0.98076,                   1,               0.995,             0.85557,            0.010575,           0.0035292,           0.0032794,           0.0047332,           0.0047332,           0.0047332
                 268,            0.025722,           0.0084151,            0.011844,             0.98076,                   1,               0.995,             0.85557,            0.010575,           0.0035292,           0.0032794,           0.0047134,           0.0047134,           0.0047134
                 269,            0.022758,           0.0077644,             0.01222,             0.98186,                   1,               0.995,             0.88847,            0.010692,           0.0035789,           0.0031963,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019627,           0.0075987,            0.011903,             0.98866,             0.95856,               0.995,              0.8366,            0.011115,           0.0035383,           0.0037793,           0.0046738,           0.0046738,           0.0046738
                 271,            0.021644,           0.0070642,            0.012087,             0.98209,             0.93478,             0.99229,             0.71435,            0.018269,           0.0036887,            0.004261,            0.004654,            0.004654,            0.004654
                 272,            0.026349,           0.0082111,            0.011295,             0.98209,             0.93478,             0.99229,             0.71435,            0.018269,           0.0036887,            0.004261,           0.0046342,           0.0046342,           0.0046342
                 273,            0.025233,           0.0088311,            0.011324,             0.91928,             0.93478,             0.98011,              0.7417,            0.019043,           0.0035903,           0.0047782,           0.0046144,           0.0046144,           0.0046144
                 274,             0.02403,            0.008384,           0.0095753,             0.95664,              0.9368,              0.9934,             0.83368,            0.015716,           0.0034647,           0.0059897,           0.0045946,           0.0045946,           0.0045946
                 275,            0.026188,           0.0083342,             0.01481,             0.96628,             0.93784,               0.995,             0.86421,            0.010588,           0.0033838,            0.005192,           0.0045748,           0.0045748,           0.0045748
                 276,            0.019985,           0.0088101,           0.0094002,             0.96628,             0.93784,               0.995,             0.86421,            0.010588,           0.0033838,            0.005192,            0.004555,            0.004555,            0.004555
                 277,            0.021767,           0.0085353,           0.0097476,             0.97156,             0.93828,               0.995,             0.87214,            0.010806,           0.0033722,           0.0046299,           0.0045352,           0.0045352,           0.0045352
                 278,            0.021136,           0.0084797,           0.0084109,             0.97165,             0.93745,               0.995,             0.86292,            0.011467,           0.0033969,           0.0045326,           0.0045154,           0.0045154,           0.0045154
                 279,            0.023023,           0.0074922,            0.012658,             0.97263,             0.99384,               0.995,             0.80805,            0.011762,           0.0034989,           0.0028957,           0.0044956,           0.0044956,           0.0044956
                 280,            0.023455,           0.0070688,           0.0098784,             0.97263,             0.99384,               0.995,             0.80805,            0.011762,           0.0034989,           0.0028957,           0.0044758,           0.0044758,           0.0044758
                 281,            0.021023,           0.0083853,            0.010952,             0.99449,                   1,               0.995,             0.84638,           0.0093033,           0.0033868,           0.0024019,            0.004456,            0.004456,            0.004456
                 282,            0.023352,           0.0083115,           0.0093044,             0.99596,                   1,               0.995,             0.71357,            0.014065,           0.0037055,           0.0023072,           0.0044362,           0.0044362,           0.0044362
                 283,              0.0246,           0.0094318,           0.0094311,             0.99545,                   1,               0.995,              0.8858,           0.0089564,           0.0033992,            0.002261,           0.0044164,           0.0044164,           0.0044164
                 284,            0.021339,             0.00843,           0.0095994,             0.99545,                   1,               0.995,              0.8858,           0.0089564,           0.0033992,            0.002261,           0.0043966,           0.0043966,           0.0043966
                 285,            0.022836,           0.0082848,            0.011007,              0.9954,                   1,               0.995,             0.88014,           0.0085132,           0.0033424,           0.0022067,           0.0043768,           0.0043768,           0.0043768
                 286,            0.019669,           0.0082005,           0.0085886,             0.99592,                   1,               0.995,             0.85764,            0.011949,           0.0033982,           0.0021441,            0.004357,            0.004357,            0.004357
                 287,            0.025075,           0.0087281,            0.010959,             0.99626,                   1,               0.995,             0.78046,            0.010995,           0.0034404,           0.0020969,           0.0043372,           0.0043372,           0.0043372
                 288,            0.025009,           0.0078099,            0.015955,             0.99626,                   1,               0.995,             0.78046,            0.010995,           0.0034404,           0.0020969,           0.0043174,           0.0043174,           0.0043174
                 289,            0.021988,           0.0090496,            0.010052,             0.99679,                   1,               0.995,             0.77475,            0.010146,           0.0034269,           0.0020529,           0.0042976,           0.0042976,           0.0042976
                 290,            0.019665,           0.0084786,            0.011377,             0.99576,                   1,               0.995,             0.83763,           0.0096266,           0.0033416,           0.0019773,           0.0042778,           0.0042778,           0.0042778
                 291,            0.018169,           0.0076391,            0.013326,             0.99639,                   1,               0.995,              0.8262,             0.01571,           0.0036767,           0.0019388,            0.004258,            0.004258,            0.004258
                 292,            0.026517,           0.0085589,            0.010299,             0.99639,                   1,               0.995,              0.8262,             0.01571,           0.0036767,           0.0019388,           0.0042382,           0.0042382,           0.0042382
                 293,            0.025134,           0.0083704,            0.013842,             0.99627,                   1,               0.995,             0.84477,            0.015593,           0.0037051,           0.0019054,           0.0042184,           0.0042184,           0.0042184
                 294,            0.023596,           0.0075647,            0.011441,             0.99628,                   1,               0.995,             0.81496,            0.012663,           0.0036665,           0.0019163,           0.0041986,           0.0041986,           0.0041986
                 295,            0.021938,           0.0082957,            0.012915,             0.99567,                   1,               0.995,             0.83724,            0.015208,           0.0034256,           0.0018956,           0.0041788,           0.0041788,           0.0041788
                 296,            0.024084,           0.0091233,            0.012129,             0.99567,                   1,               0.995,             0.83724,            0.015208,           0.0034256,           0.0018956,            0.004159,            0.004159,            0.004159
                 297,            0.024844,             0.00907,            0.015749,             0.99566,                   1,               0.995,             0.85206,            0.016067,           0.0034283,           0.0018823,           0.0041392,           0.0041392,           0.0041392
                 298,            0.021992,           0.0082373,           0.0090871,             0.99557,                   1,               0.995,              0.8335,            0.011245,           0.0035289,           0.0018671,           0.0041194,           0.0041194,           0.0041194
                 299,            0.019374,           0.0081586,            0.007074,              0.9954,                   1,               0.995,             0.88532,           0.0092134,           0.0033863,           0.0018425,           0.0040996,           0.0040996,           0.0040996
                 300,            0.021642,           0.0084061,            0.013332,              0.9954,                   1,               0.995,             0.88532,           0.0092134,           0.0033863,           0.0018425,           0.0040798,           0.0040798,           0.0040798
                 301,            0.018455,           0.0083943,            0.010258,             0.99531,                   1,               0.995,             0.86419,           0.0088641,           0.0032908,           0.0018235,             0.00406,             0.00406,             0.00406
                 302,            0.019698,           0.0083874,            0.011328,             0.99588,                   1,               0.995,             0.85517,            0.010086,           0.0032704,           0.0018198,           0.0040402,           0.0040402,           0.0040402
                 303,            0.020461,           0.0093257,           0.0094927,             0.99624,                   1,               0.995,             0.76594,            0.013444,           0.0036237,           0.0018371,           0.0040204,           0.0040204,           0.0040204
                 304,            0.028504,           0.0084339,            0.012588,             0.99624,                   1,               0.995,             0.76594,            0.013444,           0.0036237,           0.0018371,           0.0040006,           0.0040006,           0.0040006
                 305,            0.024566,           0.0087829,           0.0099306,             0.99626,                   1,               0.995,             0.78211,            0.011088,           0.0035392,           0.0018355,           0.0039808,           0.0039808,           0.0039808
                 306,            0.022843,           0.0088872,             0.01027,             0.99596,                   1,               0.995,             0.83441,            0.013325,           0.0034214,           0.0018529,            0.003961,            0.003961,            0.003961
                 307,            0.021373,           0.0084234,           0.0094862,               0.996,                   1,               0.995,             0.85968,           0.0095581,           0.0033861,           0.0018498,           0.0039412,           0.0039412,           0.0039412
                 308,            0.019635,           0.0078392,              0.0102,               0.996,                   1,               0.995,             0.85968,           0.0095581,           0.0033861,           0.0018498,           0.0039214,           0.0039214,           0.0039214
                 309,            0.022725,           0.0085751,            0.011205,             0.99599,                   1,               0.995,             0.88033,           0.0079616,           0.0033175,           0.0018563,           0.0039016,           0.0039016,           0.0039016
                 310,             0.02214,           0.0080237,            0.013121,             0.99627,                   1,               0.995,             0.87048,             0.01092,           0.0034368,           0.0018403,           0.0038818,           0.0038818,           0.0038818
                 311,            0.023548,            0.007875,            0.012007,             0.99604,                   1,               0.995,             0.73511,             0.01332,           0.0035415,           0.0018292,            0.003862,            0.003862,            0.003862
                 312,            0.023725,           0.0088551,           0.0093128,             0.99604,                   1,               0.995,             0.73511,             0.01332,           0.0035415,           0.0018292,           0.0038422,           0.0038422,           0.0038422
                 313,            0.022088,           0.0072484,            0.010617,             0.99577,                   1,               0.995,             0.71647,            0.013492,           0.0036076,            0.001818,           0.0038224,           0.0038224,           0.0038224
